 30/03/2020 Cadeia - Canais : 5 - Intervalo : 00:10:00
Número de série: E102 02 2012A
Data e hora: 30/03/2020 11:23:30[Manager], 30/03/2020 11:30:06[Estação], 00:06:35[Offset],
Latitude = , Longitude = 
Estação: [SL2000 PNV 4.401 Aug  8 2015 Solar Instrumentacao], Manager: [4.0.0.3]

Configuração dos sensores :
Precipitação    : 0,0000000X³ + 0,0000000X² + 0,2000000X + 0,0000000 [  mm   ] - Offset: 0,0000000
Sedimentos      : 0,0000000X³ + 0,0000000X² + 1,0000000X + 0,0000000 [  mV   ] - Offset: 0,0000000
Nível           : 0,0000000X³ + 0,0000000X² + 6,0281000X - 237,77000 [  cm   ] - Offset: 31,000000
Vazão           : 0,1760000H ^ 1,5470001 [       ] - Offset: 0,0000000
Bateria         : 0,0000000X³ + 0,0000000X² + 0,0043000X + 0,0000000 [ Volts ] - Offset: 0,0000000

----------------------------------------------------------------------------------------------------
                      Precipitação     Sedimentos        Nível           Vazão          Bateria     
----------------------------------------------------------------------------------------------------
                           mm              mV              cm                            Volts      
----------------------------------------------------------------------------------------------------
06/03/2020 01:30:20     0,000           0,000           72,922         134,077          12,301     
06/03/2020 01:40:20     0,000           0,000           72,922         134,077          12,296     
06/03/2020 01:50:20     0,000           0,000           72,922         134,077          12,291     
06/03/2020 02:00:20     0,000           0,000           72,922         134,077          12,286     
06/03/2020 02:10:20     0,000           0,000           72,922         134,077          12,286     
06/03/2020 02:20:20     0,000           0,000           72,922         134,077          12,280     
06/03/2020 02:30:20     0,000           0,000           72,922         134,077          12,280     
06/03/2020 02:40:20     0,000           0,000           72,922         134,077          12,275     
06/03/2020 02:50:20     0,000           0,000           72,922         134,077          12,270     
06/03/2020 03:00:20     0,000           0,000           72,922         134,077          12,270     
06/03/2020 03:10:20     0,000           0,000           72,922         134,077          12,265     
06/03/2020 03:20:20     0,000           0,000           72,922         134,077          12,259     
06/03/2020 03:30:20     0,000           0,000           72,922         134,077          12,254     
06/03/2020 03:40:20     0,000           0,000           72,922         134,077          12,249     
06/03/2020 03:50:20     0,000           0,000           72,922         134,077          12,249     
06/03/2020 04:00:20     0,000           0,000           72,922         134,077          12,244     
06/03/2020 04:10:20     0,000           0,000           72,922         134,077          12,238     
06/03/2020 04:20:20     0,000           0,000           72,922         134,077          12,238     
06/03/2020 04:30:20     0,000           0,000           72,922         134,077          12,233     
06/03/2020 04:40:20     0,000           0,000           72,922         134,077          12,228     
06/03/2020 04:50:20     0,000           0,000           72,922         134,077          12,223     
06/03/2020 05:00:20     0,000           0,000           72,922         134,077          12,217     
06/03/2020 05:10:20     0,000           0,000           72,922         134,077          12,217     
06/03/2020 05:20:20     0,000           0,000           72,922         134,077          12,207     
06/03/2020 05:30:20     0,000           0,000           72,922         134,077          12,202     
06/03/2020 05:40:20     0,000           0,000           65,562         113,729          12,196     
06/03/2020 05:50:20     0,000           0,000           65,562         113,729          12,191     
06/03/2020 06:00:20     0,000           0,000           65,562         113,729          12,186     
06/03/2020 06:10:20     0,000           0,000           65,562         113,729          12,181     
06/03/2020 06:20:20     0,000           0,000           65,562         113,729          12,165     
06/03/2020 06:30:20     0,000           0,000           65,562         113,729          12,165     
06/03/2020 06:40:20     0,000           0,000           65,562         113,729          12,165     
06/03/2020 06:50:20     0,000           0,000           65,562         113,729          12,175     
06/03/2020 07:00:20     0,000           0,000           65,562         113,729          12,191     
06/03/2020 07:10:20     0,000           0,000           72,922         134,077          12,207     
06/03/2020 07:20:20     0,000           0,000           72,922         134,077          12,249     
06/03/2020 07:30:20     0,000           0,000           80,282         155,582          12,343     
06/03/2020 07:40:20     0,000           0,000           80,282         155,582          12,401     
06/03/2020 07:50:20     0,000           0,000           80,282         155,582          12,611     
06/03/2020 08:00:20     0,000           0,000           95,003         201,870          13,152     
06/03/2020 08:10:20     0,000           0,000           95,003         201,870          13,084     
06/03/2020 08:20:20     0,000           0,000           95,003         201,870          13,157     
06/03/2020 08:30:20     0,000           0,000           95,003         201,870          13,142     
06/03/2020 08:40:20     0,000           0,000           95,003         201,870          13,157     
06/03/2020 08:50:20     0,000           0,000           95,003         201,870          13,199     
06/03/2020 09:00:20     0,000           0,000           95,003         201,870          13,241     
06/03/2020 09:10:20     0,000           0,000           95,003         201,870          13,299     
06/03/2020 09:20:20     0,000           0,000          102,363         201,870          13,378     
06/03/2020 09:30:20     0,000           0,000          102,363         226,572          13,399     
06/03/2020 09:40:20     0,000           0,000          102,363         201,870          13,399     
06/03/2020 09:50:20     0,000           0,000           95,003         201,870          13,394     
06/03/2020 10:00:20     0,000           0,000           95,003         178,194          13,010     
06/03/2020 10:10:20     0,000           0,000           87,643         178,194          12,958     
06/03/2020 10:20:20     0,000           0,000           87,643         178,194          12,963     
06/03/2020 10:30:20     0,000           0,000           87,643         178,194          12,968     
06/03/2020 10:40:20     0,000           0,000           95,003         201,870          13,357     
06/03/2020 10:50:20     0,000           0,000           95,003         201,870          13,073     
06/03/2020 11:00:20     0,000           0,000           95,003         201,870          13,205     
06/03/2020 11:10:20     0,000           0,000           87,643         178,194          12,937     
06/03/2020 11:20:20     0,000           0,000           95,003         201,870          13,357     
06/03/2020 11:30:20     0,000           0,000           95,003         201,870          13,341     
06/03/2020 11:40:20     0,000           0,000           95,003         201,870          13,336     
06/03/2020 11:50:20     0,000           0,000           95,003         201,870          13,336     
06/03/2020 12:00:20     0,000           0,000           95,003         201,870          13,336     
06/03/2020 12:10:20     0,000           0,000           95,003         201,870          13,315     
06/03/2020 12:20:20     0,000           0,000           95,003         201,870          13,325     
06/03/2020 12:30:20     0,000           0,000           95,003         201,870          13,320     
06/03/2020 12:40:20     0,000           0,000           95,003         201,870          13,320     
06/03/2020 12:50:20     0,000           0,000           95,003         201,870          13,310     
06/03/2020 13:00:20     0,000           0,000           95,003         201,870          13,320     
06/03/2020 13:10:20     0,000           0,000           95,003         201,870          13,315     
06/03/2020 13:20:20     0,000           0,000           95,003         201,870          13,304     
06/03/2020 13:30:20     0,000           0,000           95,003         201,870          13,278     
06/03/2020 13:40:20     0,000           0,000           95,003         201,870          13,299     
06/03/2020 13:50:20     0,000           0,000           95,003         201,870          13,289     
06/03/2020 14:00:20     0,000           0,000           95,003         201,870          13,273     
06/03/2020 14:10:20     0,000           0,000           95,003         201,870          13,278     
06/03/2020 14:20:20     0,000           0,000           95,003         201,870          13,278     
06/03/2020 14:30:20     0,000           0,000           95,003         201,870          13,268     
06/03/2020 14:40:20     0,000           0,000           87,643         178,194          13,000     
06/03/2020 14:50:20     0,000           0,000           87,643         178,194          13,000     
06/03/2020 15:00:20     0,000           0,000           87,643         178,194          12,979     
06/03/2020 15:10:20     0,000           0,000           87,643         178,194          12,995     
06/03/2020 15:20:20     0,000           0,000           87,643         178,194          13,010     
06/03/2020 15:30:20     0,000           0,000           87,643         178,194          13,000     
06/03/2020 15:40:20     0,000           0,000           87,643         178,194          13,000     
